--time	Susceptibles	Exposed	Infected	Recovered	Deaths	
64.0199999999958	760170.484930695	404.255405794297	576.838720529515	2932.41986608581	0.00107689726065365	
64.0299999999959	760168.947525504	404.451231776837	577.10120743265	2933.49895799681	0.00107729111324643	
64.0399999999959	760167.409378694	404.647149507408	577.363849329322	2934.57854478537	0.00107768514507154	
64.0499999999959	760165.870489921	404.843159025935	577.626646239522	2935.65862673598	0.00107807935623479	
64.0599999999959	760164.330858839	405.03926037236	577.889598183323	2936.73920413316	0.00107847374684199	
64.0699999999959	760162.790485104	405.235453586638	578.15270518089	2937.8202772615	0.001078868316999	
64.0799999999959	760161.249368372	405.431738708738	578.41596725247	2938.90184640561	0.00107926306681165	
64.0899999999959	760159.707508296	405.628115778644	578.679384418399	2939.98391185016	0.00107965799638582	
64.0999999999959	760158.164904533	405.824584836355	578.942956699099	2941.06647387986	0.00108005310582737	
64.1099999999959	760156.621556737	406.021145921882	579.206684115076	2942.14953277947	0.0010804483952422	
64.1199999999959	760155.077464562	406.217799075254	579.470566686925	2943.23308883379	0.00108084386473622	
64.1299999999959	760153.532627663	406.414544336511	579.734604435326	2944.31714232768	0.00108123951441535	
64.1399999999959	760151.987045694	406.61138174571	579.998797381045	2945.40169354604	0.00108163534438551	
64.1499999999959	760150.440718309	406.808311342919	580.263145544933	2946.48674277382	0.00108203135475267	
64.1599999999959	760148.893645162	407.005333168223	580.527648947927	2947.57229029601	0.00108242754562277	
64.1699999999959	760147.345825907	407.202447261722	580.792307611051	2948.65833639764	0.00108282391710181	
64.1799999999959	760145.797260198	407.399653663528	581.057121555412	2949.74488136382	0.00108322046929576	
64.1899999999959	760144.247947689	407.596952413769	581.322090802206	2950.83192547967	0.00108361720231064	
64.1999999999959	760142.697888032	407.794343552586	581.58721537271	2951.91946903038	0.00108401411625246	
64.2099999999959	760141.147080881	407.991827120137	581.85249528829	2953.00751230119	0.00108441121122726	
64.2199999999959	760139.595525889	408.18940315659	582.117930570395	2954.09605557737	0.0010848084873411	
64.229999999996	760138.043222709	408.387071702132	582.38352124056	2955.18509914425	0.00108520594470002	
64.239999999996	760136.490170993	408.584832796962	582.649267320404	2956.27464328721	0.00108560358341012	
64.249999999996	760134.936370396	408.782686481294	582.915168831631	2957.36468829168	0.00108600140357748	
64.259999999996	760133.381820568	408.980632795354	583.181225796032	2958.45523444313	0.00108639940530822	
64.269999999996	760131.826521162	409.178671779387	583.447438235479	2959.54628202708	0.00108679758870845	
64.279999999996	760130.270471831	409.376803473649	583.713806171932	2960.63783132911	0.00108719595388432	
64.289999999996	760128.713672226	409.575027918412	583.980329627432	2961.72988263483	0.00108759450094198	
64.299999999996	760127.156122	409.77334515396	584.247008624107	2962.82243622992	0.0010879932299876	
64.309999999996	760125.597820805	409.971755220593	584.51384318417	2963.91549240011	0.00108839214112735	
64.319999999996	760124.038768291	410.170258158628	584.780833329914	2965.00905143115	0.00108879123446745	
64.329999999996	760122.47896411	410.368854008391	585.047979083721	2966.10311360886	0.00108919051011409	
64.339999999996	760120.918407914	410.567542810227	585.315280468053	2967.19767921913	0.00108958996817352	
64.349999999996	760119.357099354	410.766324604493	585.582737505458	2968.29274854785	0.00108998960875198	
64.359999999996	760117.795038081	410.965199431561	585.850350218569	2969.38832188102	0.00109038943195572	
64.369999999996	760116.232223746	411.164167331817	586.118118630099	2970.48439950464	0.00109078943789103	
64.379999999996	760114.668655999	411.363228345663	586.386042762847	2971.58098170478	0.00109118962666418	
64.389999999996	760113.104334491	411.562382513514	586.654122639697	2972.67806876758	0.0010915899983815	
64.399999999996	760111.539258873	411.761629875798	586.922358283613	2973.77566097918	0.0010919905531493	
64.409999999996	760109.973428794	411.960970472961	587.190749717644	2974.87375862583	0.00109239129107392	
64.4199999999961	760108.406843905	412.16040434546	587.459296964923	2975.97236199379	0.00109279221226172	
64.4299999999961	760106.839503857	412.35993153377	587.728000048664	2977.07147136938	0.00109319331681905	
64.4399999999961	760105.271408298	412.559552078376	587.996858992167	2978.17108703899	0.00109359460485232	
64.4499999999961	760103.702556878	412.75926601978	588.265873818812	2979.27120928904	0.00109399607646792	
64.4599999999961	760102.132949247	412.9590733985	588.535044552065	2980.371838406	0.00109439773177226	
64.4699999999961	760100.562585055	413.158974255065	588.80437121547	2981.47297467641	0.00109479957087178	
64.4799999999961	760098.991463951	413.35896863002	589.073853832659	2982.57461838686	0.00109520159387294	
64.4899999999961	760097.419585583	413.559056563925	589.343492427343	2983.67676982396	0.00109560380088218	
64.4999999999961	760095.8469496	413.759238097353	589.613287023318	2984.77942927441	0.00109600619200601	
64.5099999999961	760094.273555653	413.959513270893	589.883237644459	2985.88259702496	0.00109640876735091	
64.5199999999961	760092.699403388	414.159882125148	590.153344314727	2986.98627336238	0.00109681152702341	
64.5299999999961	760091.124492455	414.360344700735	590.423607058163	2988.09045857352	0.00109721447113002	
64.5399999999961	760089.548822502	414.560901038284	590.69402589889	2989.19515294528	0.0010976175997773	
64.5499999999961	760087.972393177	414.761551178443	590.964600861115	2990.30035676461	0.00109802091307182	
64.5599999999961	760086.395204128	414.962295161871	591.235331969125	2991.40607031851	0.00109842441112014	
64.5699999999961	760084.817255003	415.163133029244	591.50621924729	2992.51229389403	0.00109882809402888	
